BioProject	llm_treatment	llm_study_setting	llm_named_pathogen	llm_named_host	llm_tissue	llm_kw_treatment_agree	llm_kw_setting_agree	llm_confidence	llm_rationale
PRJNA562996	coinf_experiment	lab	Fusarium fujikuroi	Oryza sativa	root, stem, leaves	false	true	high	The study involves inoculating rice genotypes with a virulent isolate, indicating intentional co-infection experiments. However, the keyword classifier output indicates 'single' treatment which conflicts with the presence of a multi-species co-infection flag.
PRJNA563186	host_study	lab	Alternaria cucumerina	Cucumis sativus	leaf	false	true	high	The study focuses on the response of cucumber to a specific pathogen, but since there are multiple bio samples indicating co-infection and the classification suggests a single treatment, I opted for host_study. The setting is agreed upon as lab-based.
PRJNA1013336	single	lab	Botrytis cinerea	Lactuca sativa	leaf	true	true	high	The study focuses on the specific response of lettuce to a single declared pathogen, Botrytis cinerea, through controlled laboratory experiments, aligning with the keyword classification provided.
PRJNA1055060	surveillance	field		Arabidopsis thaliana	Leaf	false	true	high	The study collects data from a field setting to analyze gene expression across multiple accessions of Arabidopsis thaliana without deliberate inoculation of pathogens, which aligns with surveillance. The treatment classification is marked as 'single,' yet the presence of seven BioSamples indicating multi-species suggests a more complex interaction than a simple single-pathogen study.
PRJNA1203349	host_study	lab	Botrytis cinerea	Fragaria x ananassa	Fruit	false	true	medium	Although the experiment involves a response to a declared pathogen (Botrytis cinerea), the keyword classification suggested a single treatment, while this study implies a broader investigation into host responses rather than an intentional single-pathogen experiment. The setting is clearly a controlled lab environment.
PRJNA1270936	host_study	lab	Botrytis cinerea	Arabidopsis thaliana	Leaf	true	true	high	The study focuses on the transcriptional response of Arabidopsis to infection with a specific pathogen, Botrytis cinerea, suggesting a host response rather than solely investigating pure host biology. The controlled setting of the experiment indicates a lab study.
PRJNA1265690	single	lab	Alternaria alternata	Arabidopsis thaliana	leaf	true	true	high	The study focuses on the response of Arabidopsis thaliana to a single pathogen, Alternaria alternata, in a controlled lab setting. The treatment classified as 'single' aligns with the study's intention to assess the effects of a single pathogen inoculation.
PRJNA1148437	surveillance	unclear		Castanea mollissima		false	false	medium	The study appears to involve multiple species based on the BioSample summary indicating 12 instances of multi-species data, which fits the definition of surveillance rather than single-pathogen work. However, the study setting is unclear due to insufficient geographical information and lack of explicit context.
PRJNA771518	abiotic_stress	field		Zea mays	root	true	true	high	The study focuses on the impact of drought stress on maize without any mention of a specific pathogen, aligning with the abiotic_stress classification. The study is based on samples collected from a field setting, which supports the classification of field.
PRJNA1108053	single	lab	Verticillium dahliae	Gossypium hirsutum	roots	false	true	medium	While the experimental design involves an inoculation with a single pathogen, the co-infection flag indicates that multiple species were detected, suggesting more complexity. Therefore, the classification as 'single' is not fully aligned with detected conditions, leading to a medium confidence level.
PRJNA509214	single	lab	Fusarium graminearum	Triticum aestivum	whole head	true	true	high	The study is focused on a single pathogenic infection (F. graminearum) in a controlled lab setting, with specific treatments aimed at understanding host response. The classification aligns with keyword classifier output, confirming the single-pathogen inoculation context.
PRJNA1190367	host_study	lab	Ustilago maydis	Zea mays	leaf	false	true	high	The study involves examining the effects of Ustilago maydis on Zea mays in a controlled lab setting, primarily focusing on plant responses without intentional co-infection. The primary focus is on a single pathogen's effects on the host, hence the classification of host study despite the multiple species present in the BioSample summary.
PRJNA471709	single	lab	Sclerotinia sclerotiorum	Glycine max	stem	true	true	high	The study focuses on the response of soybean lines to a single pathogen, Sclerotinia sclerotiorum, in a controlled lab setting. The keyword classifier output aligns with the study's focus on a single-pathogen inoculation experiment.
PRJNA558197	host_study	field		Brassica rapa	root	true	true	high	The study focuses on the biology and gene expression of Brassica rapa without intentional pathogen inoculation, qualifying it as a host study. The samples were collected from a natural field environment, confirming the field study setting.
PRJNA1162299	surveillance	field		Chrysanthemum morifolium	Non-petals, Petals	false	true	high	The study analyzes field-collected chrysanthemum samples without declaring a specific pathogen, indicating it is a field survey rather than a single-pathogen or co-infection experiment. The classification aligns with the output for study setting but disagrees on treatment due to the lack of specific pathogen involvement.
PRJNA1203203	surveillance	field		Avena	leaf, root	false	true	medium	The study describes transcriptome data under different stresses but is categorized as having multiple co-infections and lacks an identified primary pathogen. The study setting is firmly established as field-based due to its context, aligning with the keyword classifier output regarding the study setting.
